Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Alessandro Ercolani","PIT","A,CPX","17-19",4,7,3.8571433826369397,29,17,0,0,1,0,,84,374,81,46,36,5,49,1,8,9,4,94,"sa3016714"
"Gerardo Abrego","NYY","DSL","20-21",5,3,2.7209302325581395,26,13,0,0,0,0,,86,376,56,45,26,5,51,0,15,15,0,114,"sa3016741"
"Edgar Zuniga","PHI","DSL","18-19",5,6,3,27,1,0,0,3,3,,54,230,59,30,18,1,11,3,6,8,0,39,"sa3016744"
"Kendry Rojas","TOR","A,CPX","18-20",4,4,3.212218551015745,30,20,0,0,0,2,,103.2,426,84,46,37,5,36,0,1,6,3,130,"sa3016746"
"Leandro Lopez","TEX","A,DSL","19-21",3,5,3.1898738124244614,32,11,0,0,6,2,,79,344,45,37,28,3,60,1,6,18,1,128,"sa3016748"
"Peniel Otano","ARI","A,A+,DSL","20-22",7,16,5.497983976679156,53,27,0,0,0,1,,165.1,761,178,135,101,12,81,0,19,21,7,161,"sa3016751"
"Starlyn Pichardo","CHC","A,CPX,DSL","17-19",3,4,5.969849703983304,31,17,0,0,0,1,,66.1,303,53,49,44,6,61,0,5,18,3,58,"sa3016774"
"Gabriel Rodriguez","CHW","CPX,DSL","17-19",4,8,4.028571501751337,31,19,1,1,0,0,,105,471,103,56,47,6,58,1,8,14,1,111,"sa3016784"
"Henrison Mota","MIL","CPX,DSL","17-19",8,2,4.005495051199899,29,9,0,0,2,0,,60.2,285,35,44,27,3,62,1,15,19,2,82,"sa3016801"
"Jeferson Figueroa","MIL","A,CPX","20-22",2,8,5.628169346714626,40,19,0,0,1,0,,118.1,532,99,87,74,14,67,0,12,11,3,150,"sa3016811"
"Emilio Castillo","KCR","DSL","18-20",4,1,2.8757398072496567,28,6,0,0,0,2,,56.1,245,45,22,18,0,34,0,2,14,2,70,"sa3016812"
"Elvis Novas","KCR","CPX,DSL","18-20",2,2,4.833333333333333,22,1,0,0,1,1,,54,238,62,34,29,5,15,1,3,8,1,58,"sa3016816"
"Gabriel Reyes","DET","CPX,DSL","17-18",2,8,4.500000153269092,25,11,0,0,2,2,,56,241,57,33,28,2,13,1,1,9,0,61,"sa3016833"
"Jimmy Kingsbury","SEA","A,A+","22-24",5,5,4.081395235688319,39,20,0,0,0,1,,114.2,507,104,59,52,7,46,0,17,11,1,125,"sa3016838"
"Jonathan Petit","PHI","A,CPX,DSL","20-22",7,5,3.4867547907163714,31,19,0,0,1,0,,100.2,410,88,43,39,4,23,0,7,8,5,98,"sa3016842"
"Gordon Graceffo","STL","A,A+,AA,AAA","21-23",12,8,3.026690473636355,42,32,1,0,1,0,,187.1,757,151,72,63,21,47,0,8,12,1,196,"sa3016849"
"Tommy Sommer","CHW","A,A+,AA,CPX","22-24",9,8,2.6765216947386086,42,38,0,0,0,0,,191.2,760,135,65,57,23,73,0,2,11,1,208,"sa3016906"
"Junior Pina","BAL","CPX,DSL","18-20",4,5,6.50261730591083,31,4,0,0,2,1,,63.2,307,59,52,46,4,48,0,14,15,2,65,"sa3016911"
"Jimmy Joyce","SEA","A,A+,CPX","22-24",7,12,5.043956699424399,34,34,0,0,0,0,,151.2,671,138,96,85,17,64,0,22,13,6,184,"sa3016914"
"Bryan Polanco","WSN","CPX,DSL","19-21",5,3,4.471337016037357,17,8,0,0,1,1,,52.1,234,43,32,26,6,25,0,10,7,0,63,"sa3016915"
"Garrett Schoenle","CHW","A,A+,AA,CPX","23-25",6,13,4.386727535615217,53,26,0,0,4,1,,145.2,639,131,76,71,14,74,0,10,15,0,172,"sa3016937"
"Gabe Bierman","MIA","A,A+,CPX","21-23",11,9,4.050000106548444,40,36,0,0,1,0,,193.1,814,155,97,87,16,80,0,16,12,1,191,"sa3016939"
"Patrick Monteverde","MIA","A+,AA,CPX","23-25",10,5,2.844731877525038,38,32,0,0,2,0,,180.1,728,145,62,57,16,55,0,9,7,1,208,"sa3016940"
"Kohl Simas","CHW","A,A+,AA,CPX","21-23",9,6,4.454314828628569,45,24,0,0,1,1,,131.1,557,119,73,65,15,55,0,6,6,4,164,"sa3016949"
"Wilker Palma","TEX","DSL","19-20",3,5,5.538461538461538,33,3,0,0,3,1,,52,226,40,39,32,7,32,0,2,6,0,71,"sa3017007"
"Ismael Agreda","TEX","CPX,DSL","17-19",5,4,6.5234907679577985,28,4,0,0,1,1,,49.2,243,50,45,36,5,39,0,13,13,2,56,"sa3017010"
"Jesus Rivero","MIL","CPX,DSL","18-20",6,6,4.739362182958297,27,11,0,0,0,1,,62.2,283,39,39,33,4,49,0,12,18,0,91,"sa3017012"
"Abel Mercedes","HOU","CPX,DSL","19-21",2,7,6.319149577277729,24,8,0,0,0,1,,62.2,295,61,53,44,0,52,0,5,30,2,87,"sa3017013"
"Bryan Perez","HOU","A,CPX","21-23",5,3,4.733765647471335,36,1,0,0,1,2,,51.1,246,53,42,27,4,38,1,6,10,1,62,"sa3017014"
"Victor Pena","KCR","DSL","18-20",8,1,2.2215188431961472,25,7,0,0,2,1,,52.2,217,40,18,13,1,20,0,2,4,1,72,"sa3017015"
"Sebastian Perrone","NYY","CPX,DSL","21-22",7,2,3.4177213126966435,31,0,0,0,2,2,,52.2,243,46,28,20,1,35,0,4,8,0,65,"sa3017038"
"Ross Carver","ARI","A,A+,AA,CPX","21-23",4,13,5.036876630571289,37,29,1,0,1,1,,153.2,671,138,97,86,25,61,0,18,16,3,177,"sa3017069"
"Matt Svanson","TOR","A,A+","22-24",11,7,3.5792502679590883,53,9,0,0,8,2,,115.2,483,100,54,46,10,36,0,8,6,0,128,"sa3017070"
"Justin Kelly","TOR","A,A+","22-24",12,7,4.731118042873511,66,1,0,0,5,4,,110.1,478,105,73,58,18,45,5,5,7,0,93,"sa3017072"
"Hayden Juenger","TOR","A+,AA,AAA","20-22",9,8,4.226635363333323,72,19,0,0,2,4,,142.2,595,118,67,67,22,56,0,5,6,0,183,"sa3017103"
"Doimil Perez","WSN","DSL","17-19",3,4,3.675392376533838,25,13,0,0,0,2,,63.2,262,49,33,26,4,20,0,7,9,0,63,"sa3017104"
"Saul Garcia","NYM","A,CPX,DSL","18-20",4,7,5.510204349741856,29,6,0,0,1,1,,65.1,303,59,47,40,2,44,0,8,10,0,94,"sa3017106"
"J.J. Niekro","ATL","A,A+,CPX","23-25",13,6,3.393996405545867,46,22,0,0,0,0,,177.2,745,174,87,67,15,62,0,3,17,2,166,"sa3017129"
"Griff McGarry","PHI","A,A+,AA,AAA","22-24",5,8,3.590792558613063,41,29,0,0,1,1,,130.1,541,78,55,52,11,75,0,9,14,1,197,"sa3017130"
"Austin Vernon","TBR","A,A+,CPX","22-24",14,5,3.2228114917313633,41,13,0,0,2,0,,125.2,532,80,52,45,11,77,0,5,14,1,173,"sa3017138"
"Gabriel Agrazal","CHC","CPX,DSL","17-19",3,2,3.409090909090909,21,13,0,0,0,1,,66,274,63,29,25,2,21,0,3,2,0,51,"sa3017143"
"Amilcar Chirinos","HOU","A,DSL","19-21",3,1,2.3245034580675,21,9,0,0,1,0,,50.1,200,33,16,13,1,22,0,2,11,1,65,"sa3017149"
"Juan Abreu","WSN","A,CPX,DSL","21-23",4,2,3.7456645334020773,41,0,0,0,0,1,,57.2,259,36,36,24,5,46,0,3,10,5,89,"sa3017200"
"Nick Dombkowski","PIT","A,A+,AA","22-24",7,3,3.6997086193967155,64,3,0,0,3,3,,114.1,485,100,58,47,18,35,0,4,7,4,130,"sa3017201"
"Andrew Hoffmann","ATL","A,A+,AA","21-23",13,12,4.129934145746511,43,43,0,0,0,0,,202.2,856,196,99,93,23,72,0,8,7,3,210,"sa3017202"
"Justin Meis","PIT","A,A+,AA","21-23",9,12,4.427999915542604,46,29,0,0,0,2,,166.2,730,156,101,82,21,76,0,4,9,2,167,"sa3017207"
"Matt Russell","PHI","A,A+","22-24",10,14,4.935484022801431,44,17,0,0,2,2,,124,571,143,81,68,7,53,1,13,11,2,116,"sa3017256"
"Noah Owen","CHW","A,A+,CPX","20-22",6,11,5.035955228859727,40,23,0,0,0,2,,148.1,653,164,94,83,23,45,0,5,9,4,122,"sa3017272"
"Nick Mondak","LAA","A,A+,CPX","23-25",7,9,4.772093573612093,40,25,0,0,0,1,,143.1,603,160,82,76,23,26,0,0,3,0,146,"sa3017274"
"Patrick Wicklander","TBR","A,A+,AA,CPX","21-23",11,9,4.371991721688672,42,23,0,0,2,0,,152.1,662,156,83,74,22,50,0,10,9,1,191,"sa3017304"
"Mason Montgomery","TBR","A+,AA,CPX","21-23",7,5,2.714808148005378,44,43,0,0,0,0,,182.1,748,138,66,55,19,70,0,3,7,1,250,"sa3017306"
"Robert Gasser","SDP","A,A+,AA,AAA,CPX","22-24",12,13,3.953271239446724,45,44,1,0,0,0,,214,909,191,106,94,17,83,0,17,12,3,258,"sa3017310"
"Anthony Simonelli","KCR","A,A+,CPX","22-24",6,2,3.8802396940720874,56,7,0,0,2,2,,111.1,475,110,55,48,16,38,0,7,4,0,117,"sa3017312"
"Logan Workman","TBR","A,A+,AA,CPX","22-24",7,4,2.7931036293305023,34,28,0,0,0,0,,125.2,501,107,44,39,13,34,0,8,5,0,132,"sa3017313"
"William Fleming","SEA","A,A+,CPX","22-24",15,13,4.5914973568589454,42,33,0,0,0,2,,180.1,770,175,97,92,22,59,0,11,15,2,159,"sa3017314"
"Brooks Gosswein","CHW","A,A+,CPX","22-24",4,13,4.715176864756526,40,37,0,0,0,0,,160.1,709,155,100,84,17,87,0,9,9,2,148,"sa3017315"
"Sean Hunley","TBR","A+,AA,AAA,CPX","21-23",10,6,3.848684210526316,46,21,0,0,1,1,,152,618,152,68,65,9,30,0,9,1,2,128,"sa3017316"
"Kevin Briceno","MIL","CPX,DSL","18-19",6,3,2.4,24,11,0,0,2,2,,75,298,53,24,20,5,21,0,5,6,1,74,"sa3017317"
"Franyer Duarte","MIA","CPX,DSL","17-18",4,3,3.6529409715461187,21,4,0,0,0,2,,56.2,232,36,27,23,2,27,0,2,9,0,39,"sa3017318"
"Jordarlin Mendoza","NYY","CPX,DSL","17-19",2,1,2.7,15,12,0,0,0,0,,60,247,48,23,18,3,22,0,9,10,0,85,"sa3017321"
"Bryant Salgado","HOU","A,A+,CPX","21-23",7,10,5.092814522126337,36,14,0,0,1,0,,111.1,510,111,77,63,12,65,1,5,9,4,109,"sa3017364"
"Deylen Miley","HOU","A,A+,CPX","23-25",6,9,4.330827067669173,39,21,0,0,0,0,,133,598,116,72,64,12,80,0,7,23,0,179,"sa3017366"
"Garrett Hawkins","SDP","A,A+,CPX","21-23",8,11,4.305405982458556,32,25,0,0,0,0,,123.1,529,127,71,59,18,38,0,2,4,2,162,"sa3017383"
"Jackson Wolf","SDP","A,A+,AA,CPX","22-24",12,16,4.0813952841807,44,43,0,0,0,0,,200.2,819,159,100,91,25,71,0,7,7,4,240,"sa3017384"
"Ryan Cusick","ATL","A,AA,CPX","21-23",4,11,5.06249991378614,30,27,0,0,0,0,,112,505,117,69,63,14,67,0,4,12,0,126,"sa3017385"
"Ky Bush","LAA","A+,AA,CPX","21-23",7,7,4.159663865546219,28,28,0,0,0,0,,119,505,117,60,55,14,35,0,3,5,0,130,"sa3017386"
"Brett Kerry","LAA","A,AA","22-24",8,9,4.024844672815019,40,32,0,0,3,0,,161,667,154,74,72,26,49,0,3,9,1,176,"sa3017390"
"Nick Nastrini","LAD","A,A+,AA,CPX","21-23",8,6,3.8050194871573035,44,44,0,0,0,0,,172.2,719,115,79,73,26,83,0,8,14,1,247,"sa3017413"
"Emmet Sheehan","LAD","A,A+,AA,CPX","21-23",14,3,2.7591240851904146,39,26,0,0,0,0,,137,558,77,48,42,10,62,0,10,3,2,228,"sa3017416"
"Adrian Chaidez","HOU","A+,AA,CPX","22-24",6,5,5.651163375590474,39,18,0,0,0,2,,129,577,110,91,81,19,79,0,12,16,0,153,"sa3017417"
"Ryan Bergert","SDP","A+,CPX","21-23",9,11,4.290254375983234,41,35,0,0,1,0,,157.1,682,153,79,75,19,65,0,2,5,0,191,"sa3017418"
"Chayce McDermott","HOU","A,A+,AA,CPX","22-24",11,8,4.356472670779555,46,32,0,0,1,1,,177.2,760,119,93,86,25,108,0,6,20,2,265,"sa3017420"
"Marino Santy","CHC","A,CPX,DSL","19-21",1,1,3.406542207884664,28,18,0,0,0,3,,71.1,332,43,36,27,0,77,0,9,28,2,88,"sa3017422"
"Daniel Federman","BAL","A,A+,CPX","22-24",2,10,5.011080544218895,41,17,0,0,2,0,,120.1,526,128,71,67,17,32,0,6,7,4,139,"sa3017460"
"Sean Burke","CHW","A,A+,AA,AAA,CPX","21-23",5,15,5.177319424743041,43,42,0,0,0,0,,161.2,705,154,104,93,24,86,0,8,12,3,196,"sa3017461"
"Matt Osterberg","PHI","A,A+,AA,CPX","22-24",6,10,3.217616456097872,40,24,0,0,1,0,,128.2,541,131,64,46,10,36,0,4,7,0,108,"sa3017462"
"Ryan Cardona","CIN","A,CPX","21-23",5,6,3.0483870967741935,43,17,0,0,8,0,,124,539,90,45,42,7,79,1,10,5,7,146,"sa3017470"
"Vitico Valdez","ARI","CPX,DSL","17-19",4,2,3.210810732190153,20,12,0,0,1,0,,61.2,267,49,30,22,1,41,0,1,13,1,45,"sa3017472"
"James Meeker","MIL","A,A+,AA","26-28",7,8,2.236686554614892,71,2,0,0,23,3,,112.2,461,88,38,28,6,25,1,9,4,1,115,"sa3017476"
"Jack Owen","OAK","A,A+","23-25",13,6,3.466666666666667,54,15,1,0,3,1,,135,561,127,65,52,14,30,0,2,9,0,136,"sa3017490"
"Kyle Virbitsky","OAK","A,A+","22-24",9,10,4.877094972067039,41,28,0,0,1,2,,179,774,195,107,97,24,54,0,11,8,1,203,"sa3017491"
"Aaron Brown","HOU","A,A+,AA,CPX","22-24",7,13,5.451922816955139,42,24,0,0,4,0,,173.1,766,200,120,105,30,51,0,3,5,0,171,"sa3017500"
"Alex Cornwell","STL","A,A+,CPX","22-24",10,5,4.037383465446648,44,20,0,0,3,0,,142.2,607,156,75,64,9,34,1,6,4,2,143,"sa3017501"
"Lael Lockhart","LAD","A+,AA,CPX","23-25",7,6,4.469798314410857,49,16,0,0,0,0,,149,650,146,81,74,13,67,0,2,5,3,164,"sa3017502"
"Trent Baker","STL","A,A+,CPX","22-24",12,11,3.4564006809595442,43,35,0,0,0,0,,179.2,765,166,81,69,16,61,0,9,12,2,195,"sa3017504"
"Andrew Alvarez","WSN","A,A+,CPX","22-24",9,8,3.9193547009110445,47,18,0,0,2,3,,144.2,635,141,74,63,6,57,0,6,22,0,160,"sa3017531"
"Bryan Pope","STL","A,A+,AA,CPX","22-24",5,5,3.0191695314527083,50,7,0,0,4,0,,104.1,447,113,48,35,9,26,1,7,3,0,100,"sa3017532"
"Conor Grady","BAL","A","22-23",7,10,5.400000348604665,30,15,0,0,0,0,,108.1,495,112,85,65,11,54,1,6,16,1,113,"sa3017534"
"Zane Mills","STL","A,A+,CPX","20-22",8,9,4.27624345442153,41,31,0,0,0,0,,181,774,196,98,86,19,42,0,10,5,1,135,"sa3017535"
"Carlos Tavera","BAL","A,A+,AA","22-24",4,6,4.64062544256453,33,25,0,0,0,0,,106.2,473,82,61,55,17,72,0,4,12,1,137,"sa3017536"
"Spencer Arrighetti","HOU","A,A+,AA,CPX","21-23",16,10,4.526315839960598,44,25,0,0,2,3,,171,742,152,94,86,13,76,0,14,19,3,237,"sa3017537"
"Daniel Lloyd","BAL","A,A+,CPX","20-22",6,7,4.35245860811528,50,8,0,0,3,1,,122,541,126,77,59,10,51,0,6,5,1,135,"sa3017538"
"Wyatt Olds","BOS","A,A+,AA,CPX","21-23",4,11,6.169683470909273,42,37,0,0,0,0,,147.1,713,138,111,101,11,108,0,40,22,2,184,"sa3017539"
"Justin Fall","MIA","A,CPX","22-24",10,8,5.006079415528968,29,15,0,0,1,1,,109.2,486,122,72,61,3,35,0,6,14,0,103,"sa3017540"
"Tyler Santana","CHC","A,A+,CPX","23-25",15,7,2.789256286282383,45,13,0,0,2,3,,161.1,674,140,59,50,7,61,0,6,15,2,156,"sa3017542"
"Peter Van Loon","BAL","A,A+,AA","22-24",11,8,3.940540763988744,39,21,0,0,1,2,,123.1,532,115,60,54,13,47,0,9,3,2,143,"sa3017543"
"Rhett Kouba","HOU","A,A+,AA,CPX","21-23",10,5,3.894230572826421,35,22,0,0,0,0,,138.2,585,132,73,60,18,36,0,6,14,0,165,"sa3017544"
"Justin Armbruester","BAL","A,A+,AA,CPX","22-24",9,3,3.3253677053551063,45,34,0,0,2,0,,181.1,737,140,75,67,27,58,0,12,6,4,182,"sa3017548"
"Nic Swanson","HOU","A,CPX","21-23",6,6,4.277227561224472,39,19,0,0,1,2,,134.2,593,119,72,64,16,75,0,6,23,2,149,"sa3017551"
"Luke Albright","ARI","A,A+,AA","21-23",13,12,5.068106521040529,44,44,0,0,0,0,,200.2,892,197,122,113,23,101,0,11,17,1,218,"sa3017592"
"Michael McGreevy","STL","A,A+,AA,AAA,CPX","20-22",15,8,3.9923780233879587,47,47,1,0,0,0,,218.2,920,239,106,97,20,50,0,3,8,2,174,"sa3017598"
"Riley Martin","CHC","A,A+,AA","23-25",12,6,3.6000000549316415,57,1,0,0,5,2,,125,531,82,57,50,8,71,0,7,11,0,190,"sa3017601"
"Austin Love","STL","A,A+,CPX","22-24",7,13,5.50117123048985,35,32,0,0,0,0,,142.1,629,151,87,87,16,56,0,8,10,0,174,"sa3017609"
"Dustin Saenz","WSN","A,A+,AA,CPX","22-24",9,11,3.997971720374513,38,32,0,0,0,0,,164.1,699,166,81,73,15,46,0,12,10,0,158,"sa3017610"
"Cristian Jimenez","MIN","CPX,DSL","17-19",1,3,3.644172136270975,21,8,0,0,2,0,,54.1,249,57,40,22,2,15,0,7,10,0,67,"sa3017614"
"Aaron Davenport","CLE","A,A+,CPX","20-22",8,11,4.313277922957212,39,37,1,1,1,0,,160.2,692,130,81,77,20,92,0,7,20,8,173,"sa3017615"
"Ryan Long","BAL","A,A+,CPX","21-23",10,10,3.1153847459807658,37,16,0,0,1,1,,121.1,507,94,50,42,9,45,0,7,7,0,132,"sa3017616"
"Alejandro Gomez","NYY","DSL","18-20",9,1,2.842105691122611,25,0,0,0,3,1,,76,329,65,34,24,4,34,0,4,11,0,89,"sa3017618"
"Sam Benschoter","CIN","A,A+,AA,CPX","23-25",6,12,5.307124660476754,37,29,0,0,1,0,,135.2,592,120,85,80,21,60,0,14,15,1,195,"sa3017639"
"Hunter Parks","CIN","A,A+,CPX","20-22",6,8,4.036082573430626,40,26,0,0,1,2,,129.1,566,108,61,58,10,79,0,7,22,3,142,"sa3017640"
"Braden Olthoff","LAA","A,A+,AA,CPX","22-23",5,11,4.392000067016602,28,22,0,0,1,0,,125,534,126,70,61,11,37,0,10,5,1,99,"sa3017654"
"Mason Erla","LAA","A+,AA,AAA,CPX","23-25",7,13,5.518248184785787,30,29,1,0,0,0,,137,605,155,95,84,18,47,0,7,5,0,113,"sa3017685"
"Yonfi Rodriguez","BOS","CPX,DSL","18-20",5,0,3.566037719807365,24,0,0,0,1,1,,53,228,44,27,21,3,35,0,2,15,0,42,"sa3017693"
"Mason Green","COL","A,A+,CPX","22-24",9,7,4.644495514434314,39,23,0,0,0,0,,145.1,640,145,83,75,13,73,0,7,10,2,144,"sa3017717"
"Mitch Bratt","TEX","A,A+,CPX","17-19",7,8,2.53125030174855,33,28,0,0,0,0,,128,536,108,44,36,8,38,0,6,3,0,157,"sa3017719"
"Thomas Farr","CIN","A,A+,CPX","22-24",5,9,4.122580645161291,36,33,0,0,0,0,,155,661,159,85,71,20,48,0,21,7,1,153,"sa3017720"
"Trenton Wallace","TOR","A,A+,AA","22-24",8,5,2.4360904351792674,34,23,0,0,1,0,,133,534,72,37,36,5,65,0,9,5,4,169,"sa3017748"
"Scott Randall","ARI","A,A+","22-23",8,7,3.321989661490941,26,23,0,0,0,0,,127.1,515,109,47,47,14,29,0,7,1,1,127,"sa3017752"
"Joe Rock","COL","A+,AA,CPX","20-22",8,10,4.531468954556908,31,29,1,1,0,0,,143,609,116,85,72,13,63,1,6,10,1,147,"sa3017755"
"Julian Aguiar","CIN","A,A+,CPX","20-22",12,9,3.110869707105748,40,27,0,0,1,1,,153.1,643,127,73,53,16,46,0,14,12,2,180,"sa3017763"
"Jordan Carr","MIN","A,A+,CPX","23-25",9,4,2.9912537773845784,29,16,0,0,0,0,,114.1,469,110,44,38,6,25,0,6,2,4,98,"sa3017769"
"Jordan Fowler","PHI","A,A+,CPX","22-24",6,4,2.8293414466237254,37,17,0,0,0,0,,111.1,458,109,43,35,11,27,0,4,3,1,90,"sa3017777"
"Michael Morales","SEA","A,CPX","18-20",8,8,5.1330799968148,37,37,0,0,0,0,,175.1,794,197,120,100,16,69,0,11,20,1,182,"sa3017783"
"Cade Povich","MIN","A,A+,AA,CPX","21-23",14,15,4.578947725938876,39,37,0,0,0,0,,171,734,151,98,87,19,65,0,8,6,1,236,"sa3017787"
"David Festa","MIN","A,A+,AA,CPX","21-23",12,6,3.1626899797889663,35,28,0,0,0,0,,153.2,626,123,65,54,10,56,0,7,11,0,169,"sa3017788"
"Daniel Guerrero","NYY","DSL","17-19",1,8,7.280899500548931,20,16,0,0,0,2,,59.1,289,68,57,48,5,35,0,9,13,3,64,"sa3017789"
"Jarrod Cande","COL","A,A+,CPX","21-23",10,7,4.591370794534996,32,24,0,0,0,1,,131.1,570,134,82,67,16,37,0,9,9,0,143,"sa3017813"
"Walker Powell","CHC","A,A+,AA,CPX","25-27",13,5,3.398601761248583,47,11,0,0,2,1,,143,573,117,64,54,12,32,1,5,3,5,133,"sa3017815"
"Cullen Kafka","COL","A,A+,CPX","22-24",10,5,4.475543292686492,33,15,0,0,1,0,,122.2,548,146,68,61,6,45,0,3,4,2,119,"sa3017818"
"Mason Albright","LAA","A,A+,CPX","18-20",6,7,5.8153848884176345,29,22,0,0,0,1,,108.1,496,130,79,70,18,43,0,5,6,2,109,"sa3017847"
"Will Dion","CLE","A,A+,AA,CPX","21-23",11,5,2.1263736263736264,41,34,0,0,0,0,,182,718,129,58,43,10,51,0,5,6,1,231,"sa3017850"
"Seth Lonsway","SFG","A,A+,CPX","22-24",9,10,4.77239744707509,42,22,0,0,1,0,,137.2,630,134,98,73,12,72,0,19,22,1,165,"sa3017857"
"Eris Rodriguez","BAL","CPX,DSL","19-21",7,4,2.9147731379167685,27,2,0,0,1,1,,58.2,257,58,27,19,3,26,0,5,8,0,62,"sa3017859"
"Nick Sinacola","SFG","A,A+,CPX","21-23",6,7,4.070953936091184,42,28,0,0,0,0,,150.1,653,152,77,68,17,53,0,10,6,2,184,"sa3017862"
"Nick Zwack","NYM","A,A+,AA,CPX","22-24",10,7,3.9251098683153147,41,30,0,0,1,1,,151.1,632,137,73,66,15,56,0,5,2,0,188,"sa3017867"
"Carson Seymour","NYM","A,A+,AA,CPX","22-24",7,9,3.1304349680382253,40,26,0,0,0,1,,161,671,136,76,56,10,56,0,12,17,0,164,"sa3017868"
