Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Tyler Mahle","CIN","A,A+,AA,AAA","20-24",40,24,2.7426218938857834,86,85,2,2,0,0,,485.2,1960,420,175,148,38,106,1,28,15,1,447,"16358"
"Ryan Castellani","COL","A,A+,AA,AAA","19-26",32,53,5.324628568563536,166,139,2,1,3,1,,740.1,3305,772,491,438,80,337,0,54,56,4,617,"16377"
"Brad Wieck","SDP","A,A+,AA,AAA,R","23-29",19,17,3.3226163728526177,175,23,0,0,22,5,,300.2,1284,260,131,111,18,131,0,19,26,0,420,"16390"
"Reynaldo Lopez","WSN","A+,AA,AAA","21-27",18,27,4.104977432250665,70,70,2,1,0,0,,368.1,1566,337,183,168,40,133,1,11,23,2,401,"16400"
"Yonny Chirinos","TBR","A,A-,A+,AA,AAA,CPX","21-29",31,18,3.0879766993580504,96,76,1,1,0,1,,454.2,1835,418,184,156,40,77,0,13,22,3,360,"16401"
"Victor Gonzalez","LAD","A,A+,AA,AAA,CPX,R","19-27",14,21,4.028571649635742,122,55,0,0,2,5,,315,1384,323,168,141,26,117,0,15,27,5,320,"16408"
"Blake Taylor","NYM","A,A-,A+,AA,AAA,CPX,R","19-27",8,21,4.2837991769579435,124,39,0,0,11,4,,298.1,1315,271,176,142,17,158,1,16,30,1,280,"16418"
"Chih-Wei Hu","MIN","A+,AA,AAA","21-25",25,30,3.90909102959191,124,80,0,0,3,0,,495,2092,504,243,215,59,143,2,9,14,3,425,"16419"
"Scott Blewett","KCR","A,A+,AA,AAA,CPX","19-27",48,56,5.187864632561182,180,162,4,1,0,0,,857,3806,945,539,494,110,327,3,46,86,7,722,"16427"
"Foster Griffin","KCR","A,A+,AA,AAA,CPX","19-26",49,48,4.584255605647052,183,143,0,0,1,1,,783.1,3432,859,460,399,77,278,6,26,50,3,653,"16432"
"James Norwood","CHC","A,A+,AA,AAA,R","21-29",18,23,3.9823007057077096,252,11,0,0,29,21,,339,1460,306,167,150,26,160,4,11,42,1,409,"16440"
"Matt Wotherspoon","NYY","A,A+,AA,AAA","23-27",24,18,3.731366619870725,172,36,1,0,14,6,,429.1,1818,389,191,178,38,156,6,25,29,4,459,"16452"
"Conner Greene","TOR","A,A+,AA,AAA","20-27",36,44,4.5934179699392255,173,107,1,1,1,4,,658.1,2938,664,398,336,50,348,1,33,75,7,516,"16455"
"Joe Harvey","NYY","A,A-,A+,AA,AAA,R","23-31",6,7,2.7645049214961723,155,5,0,0,33,6,,195.1,811,138,63,60,17,93,1,8,11,4,230,"16459"
"Brent Honeywell","TBR","A,A+,AA,AAA","20-27",34,25,3.3633863317295023,114,85,1,1,2,2,,484.1,1979,444,199,181,46,119,0,16,21,5,509,"16466"
"Trevor Oaks","LAD","A,A+,AA,AAA,R","22-25",34,19,3.044295200691383,87,84,4,0,0,0,,496.2,2020,487,193,168,25,103,3,12,19,2,333,"16468"
"Roel Ramirez","TBR","A,A-,A+,AA,AAA","20-28",24,22,4.427525708805045,216,43,0,0,10,6,,455.1,1965,476,257,224,38,152,3,26,48,3,424,"16470"
"Ryan Yarbrough","SEA","A,A+,AA,AAA,R","23-30",33,21,3.529816390227698,85,84,1,1,0,0,,436,1823,421,196,171,39,108,1,24,13,2,407,"16502"
"Dan Altavilla","SEA","A-,A+,AA,AAA","22-26",20,18,3.5349125584739376,129,29,1,1,26,7,,267.1,1130,222,125,105,18,108,3,16,19,2,296,"16507"
"Jordan Montgomery","NYY","A,A+,AA,AAA","22-26",24,13,2.46028043310616,54,53,2,1,0,0,,285.1,1172,247,93,78,10,82,0,3,25,1,282,"16511"
"Nick Gardewine","TEX","A,A+,AA,AAA,CPX","21-27",14,12,3.6057232501572583,106,17,0,0,16,3,,209.2,883,208,92,84,20,64,3,8,13,1,228,"16513"
"Harrison Musgrave","COL","A+,AA,AAA","23-27",29,17,4.299073425271107,93,68,0,0,0,1,,395.2,1692,412,209,189,49,124,1,13,10,3,325,"16532"
"Dusten Knight","SFG","A,A+,AA,AAA,R","24-31",26,13,3.216522021875244,239,5,0,0,35,13,,383.1,1595,311,156,137,34,136,3,17,42,3,426,"16537"
"Austin Gomber","STL","A,A+,AA,AAA","21-27",43,23,3.039848352230894,94,92,3,2,0,0,,527,2144,430,200,178,47,157,1,12,25,0,530,"16561"
"Erik Swanson","TEX","A,A-,A+,AA,AAA,R","21-28",22,11,3.40607747369072,92,65,1,0,2,2,,362,1483,341,149,137,31,92,1,10,9,2,362,"16587"
"Jonathan Holder","NYY","A+,AA,AAA,CPX,R","22-30",15,13,3.0591133939068285,129,25,1,0,20,7,,270.2,1120,229,100,92,14,75,1,16,7,1,298,"16588"
"Bryan Abreu","HOU","A,A-,A+,AA,AAA,R","18-24",18,13,4.168646401824357,87,43,0,0,5,4,,280.2,1211,215,149,130,18,167,0,21,40,4,369,"16609"
"J.P. Feyereisen","CLE","A,A+,AA,AAA,CPX","22-28",26,15,2.672665997039237,208,0,0,0,29,10,,296.1,1203,214,100,88,22,127,4,7,8,1,351,"16610"
"Kyle Bird","TBR","A,A+,AA,AAA","22-29",25,9,3.1023338637212405,246,6,0,0,22,10,,371.1,1566,336,152,128,25,152,5,20,23,8,378,"16618"
"Jeff Brigham","LAD","A,A+,AA,AAA,R","23-31",32,24,3.526045541246051,129,71,0,0,4,2,,454.1,1912,409,203,178,33,168,1,28,15,0,456,"16631"
"Carlos Sanabria","HOU","A,A-,A+,AA,AAA,R","18-24",22,16,3.9224600330761805,166,27,0,0,21,7,,374,1602,307,193,163,29,181,2,16,48,8,384,"16634"
"Ryan Thompson","HOU","A,A+,AA,AAA,CPX","23-31",16,9,3.2945302985939935,148,5,0,0,19,12,,237.2,1000,233,101,87,13,62,2,15,10,0,228,"16647"
"James Bourque","WSN","A,A+,AA,AAA","22-29",21,16,4.281553583057954,137,34,0,0,15,5,,309,1354,298,172,147,28,133,1,17,48,1,327,"16668"
"Zac Curtis","ARI","A,A+,AA,AAA","22-26",11,10,3.696923217949506,185,0,0,0,53,11,,216.2,926,175,100,89,23,95,2,14,17,0,287,"16684"
"Dean Deetz","HOU","A,A-,A+,AA,AAA,R","21-25",29,14,3.4663992481581674,118,46,0,0,3,7,,332.1,1447,268,149,128,27,180,2,29,31,1,371,"16687"
"Julian Merryweather","CLE","A,A+,AA,AAA,CPX,R","23-30",26,18,3.8820277384856627,93,58,0,0,1,5,,361.2,1553,373,185,156,33,89,1,20,26,3,352,"16703"
"Brock Stewart","LAD","A,A+,AA,AAA,CPX","23-31",22,25,4.002257441080326,108,84,1,0,2,1,,443,1875,437,212,197,49,125,0,23,23,2,444,"16727"
"Artie Lewicki","DET","A,A+,AA,AAA","23-26",25,22,3.638814034880019,69,67,0,0,0,0,,371,1557,374,174,150,20,91,0,10,9,2,332,"16731"
"Vinny Nittoli","SEA","A,A+,AA,AAA,R","24-32",16,18,4.470198386113164,167,14,0,0,12,10,,251.2,1052,225,151,125,35,74,1,14,28,3,280,"16754"
"Montana DuRapau","PIT","A,A+,AA,AAA","23-29",18,10,2.826608830462313,229,0,0,0,72,9,,305.2,1196,199,100,96,25,88,6,11,9,0,317,"16768"
"Kyle McGrath","SDP","A,A+,AA,AAA","22-28",19,13,3.8571430976792493,207,12,0,0,4,9,,324.1,1341,306,157,139,40,80,1,9,12,2,302,"16793"
"Josh James","HOU","A,A+,AA,AAA","22-29",28,23,3.8790897336754084,146,73,0,0,11,5,,468.2,2041,435,233,202,27,191,0,40,41,2,521,"16794"
"Tim Hill","KCR","A+,AA,AAA","26-29",4,7,3.5639998912353548,111,0,0,0,8,7,,166.2,707,168,72,66,13,54,2,7,3,1,176,"16814"
"Brennan Bernardino","CIN","A,A+,AA,AAA","23-31",14,11,4.079136804693774,181,0,0,0,8,8,,231.2,1020,240,126,105,16,91,3,23,17,0,236,"16835"
"Cam Hill","CLE","A,A-,A+,AA,AAA","21-27",20,12,3.2319201428149142,195,1,0,0,33,12,,267.1,1108,232,107,96,26,90,3,11,16,1,268,"16840"
"Locke St. John","DET","A,A-,A+,AA,AAA,R","22-29",27,35,3.532191882340185,215,42,0,0,12,11,,486.2,2079,445,223,191,39,189,5,34,31,1,482,"16850"
"Reed Garrett","TEX","A,A+,AA,AAA","22-30",30,32,4.417515446552791,245,47,3,0,39,11,,491,2108,493,276,241,55,196,7,15,36,4,433,"16866"
"Eric Stout","KCR","A,AA,AAA,R","22-30",20,16,4.437063040631439,215,19,0,0,19,9,,381.1,1675,373,200,188,41,179,5,18,16,3,354,"16873"
"Greg Mahle","LAA","A+,AA,AAA","22-26",24,20,4.678074818595082,195,15,1,1,34,14,,311.2,1345,341,182,162,35,101,6,14,15,2,265,"16877"
"Aaron Wilkerson","BOS","A,A+,AA,AAA","26-34",53,29,3.475,146,124,2,2,0,0,,720,2945,631,307,278,61,203,3,17,13,1,745,"16904"
"Luke Weaver","STL","A+,AA,AAA,CPX","21-29",25,10,1.9525424738760466,55,54,0,0,0,0,,295,1179,248,92,64,12,60,1,4,22,1,295,"16918"
"Touki Toussaint","ATL","A,A+,AA,AAA","19-27",31,45,4.205140905169059,155,119,2,1,3,0,,661.1,2872,555,345,309,61,338,5,52,55,5,713,"16929"
"Elieser Hernandez","HOU","A,A-,A+,AA,AAA,CPX,R","20-28",21,24,3.515859691408722,94,77,0,0,1,3,,399.1,1673,359,183,156,40,113,0,28,22,6,467,"16933"
"Luis F. Ortiz","TEX","A,A+,AA,AAA,R","19-27",29,33,4.0278129484872816,168,93,1,1,7,2,,527.1,2249,518,271,236,65,163,3,25,22,1,472,"16942"
"Sean Newcomb","LAA","A,A+,AA,AAA","22-30",27,15,3.0000000286819346,99,69,1,0,5,1,,399,1681,294,147,133,15,207,0,14,21,0,480,"16943"
"Jake Jewell","LAA","A,A+,AA,AAA","22-30",27,44,4.863354206840274,246,74,1,1,24,12,,590.1,2604,630,361,319,48,230,1,51,54,6,527,"16958"
"Trevor Williams","MIA","A+,AA,AAA","23-29",19,17,3.085714344204055,51,49,0,0,0,0,,268.1,1129,263,107,92,15,77,2,8,6,1,199,"16977"
"Daniel Mengden","HOU","A,A+,AA,AAA,R","22-30",37,21,3.7100591855549827,106,91,0,0,1,2,,507,2132,458,230,209,54,177,3,22,26,4,469,"16980"
"Tyler Beede","SFG","A+,AA,AAA,R","22-29",25,41,4.332519748494198,124,100,1,1,0,1,,546.1,2382,529,313,263,49,254,2,30,53,1,485,"16981"
"Tanner Banks","CHW","A,A+,AA,AAA,R","23-31",50,41,3.545454680212878,175,117,5,2,2,0,,759,3159,789,359,299,57,152,1,17,21,3,584,"16990"
"Trevor Hildenberger","MIN","A,A+,AA,AAA,CPX,R","24-32",11,10,2.655737593852527,150,5,0,0,44,10,,203.1,828,157,70,60,7,53,3,16,11,0,225,"17002"
"Jefry Rodriguez","WSN","A,A-,A+,AA,AAA,R","21-28",26,33,4.817780566315057,123,103,1,0,0,0,,528.2,2285,486,318,283,35,246,1,38,64,8,476,"17018"
"Ariel Jurado","TEX","A,A+,AA,AAA","19-26",39,23,3.5957194591602386,108,92,1,1,1,0,,560.2,2306,584,258,224,48,116,0,19,18,3,424,"17030"
"Sean Reid-Foley","TOR","A,A+,AA,AAA","19-25",39,36,4.216310240089311,129,117,1,0,0,0,,576.1,2491,491,297,270,52,281,0,33,27,1,653,"17034"
"Joe Palumbo","TEX","A,A-,A+,AA,AAA,CPX,R","20-28",17,14,3.0356757245784793,91,48,0,0,8,4,,308.1,1299,243,130,104,25,133,0,17,15,3,367,"17035"
"Pablo Lopez","SEA","A,A+,AA,AAA,R","19-25",16,19,3.200764911739573,75,59,0,0,0,0,,348.2,1432,330,148,124,20,54,1,19,23,6,290,"17085"
"Domingo Acevedo","NYY","A,A-,A+,AA,AAA","21-29",28,14,3.080398224466976,137,65,2,1,10,3,,435.1,1765,379,182,149,39,114,1,10,17,8,466,"17092"
"Austin Davis","PHI","A,A+,AA,AAA,R","22-30",17,15,3.543235228665601,190,12,1,0,7,11,,327.2,1397,277,146,129,19,149,6,10,31,4,361,"17117"
"Jerry Vasto","COL","A,A+,AA,AAA","23-26",12,12,3.8071312215435453,179,0,0,0,26,12,,205.2,880,187,102,87,16,84,2,3,13,3,245,"17126"
"Osmer Morales","SEA","A,A+,AA,AAA","22-25",16,24,4.472006466250382,124,64,1,0,4,4,,428.2,1848,439,232,213,49,157,0,15,21,7,433,"17133"
"Domingo German","NYY","A,A+,AA,AAA,R","23-29",11,10,2.9897786630364247,42,38,1,0,0,0,,195.2,793,157,74,65,16,52,0,12,16,1,190,"17149"
"Jose Castillo","SDP","A,A-,A+,AA,AAA,R","19-27",17,11,3.286956725688435,177,20,0,0,14,6,,268.1,1159,257,124,98,17,110,0,17,15,2,292,"17169"
"Gabe Speier","DET","A,A+,AA,AAA,R","20-27",16,18,4.308250323504406,277,4,0,0,17,16,,367.2,1627,403,214,176,38,130,9,21,18,1,349,"17170"
"Bubby Rossman","LAD","A,A+,AA,AAA,R","23-31",13,9,3.9344261885009706,114,14,0,0,5,4,,183,802,156,99,80,13,105,1,6,13,2,191,"17179"
"Yoan Lopez","ARI","A+,AA,AAA,R","22-29",15,23,3.784452118276018,157,26,1,0,22,11,,283,1194,245,135,119,28,122,6,8,16,4,302,"17181"
"Dinelson Lamet","SDP","A,A+,AA,AAA","22-30",21,23,3.09668247005351,91,69,0,0,0,1,,351.2,1470,287,138,121,26,142,2,18,37,8,405,"17186"
"Jalen Beeks","BOS","A,A+,AA,AAA","21-25",34,29,3.6771102390014963,97,97,2,1,0,0,,521.1,2199,494,239,213,57,164,0,17,24,4,493,"17192"
"Brian Ellington","MIA","A-,AA,AAA,R","24-28",10,2,4.153846101904506,119,0,0,0,8,7,,143,616,88,72,66,11,88,0,18,23,0,188,"17233"
"Austin Brice","MIA","A+,AA,AAA","23-31",21,24,3.9900272882455576,171,43,0,0,14,9,,367.2,1581,321,192,163,31,160,6,40,23,1,374,"17237"
"Sam Coonrod","SFG","A,A+,AA,AAA,R","22-29",23,26,3.7584003154175067,130,68,0,0,3,6,,416.2,1783,371,210,174,26,165,2,34,13,0,381,"17264"
"Ranger Suarez","PHI","A,A-,A+,AA,AAA,R","19-27",26,15,2.709106287385592,72,70,4,2,0,0,,395.1,1585,329,130,119,21,110,2,14,9,5,323,"17277"
"Thomas Pannone","CLE","A,A+,AA,AAA","21-29",38,34,3.9800284656949914,141,124,1,0,0,1,,701,2927,663,342,310,83,200,2,25,18,3,674,"17281"
"Michael Kopech","BOS","A,A-,A+,AA,AAA","19-22",24,21,2.992146701438399,77,76,0,0,0,0,,382,1588,275,148,127,18,185,0,32,34,2,498,"17282"
"Justus Sheffield","CLE","A,A+,AA,AAA,R","19-27",46,43,4.01889412093055,160,141,1,1,0,2,,723.1,3147,709,371,323,71,302,1,23,54,3,719,"17285"
"Framber Valdez","HOU","A,A-,A+,AA,AAA,R","21-27",26,22,3.7473309862899167,89,52,1,0,6,1,,374.2,1595,343,182,156,19,143,0,23,28,8,444,"17295"
"Francis Martes","HOU","A,A+,AA,AAA,CPX,R","19-25",17,19,3.7625417280148623,73,54,1,1,2,3,,299,1307,273,149,125,19,148,3,9,23,1,315,"17303"
"Justin Steele","CHC","A,A-,A+,AA,AAA,R","19-25",18,23,3.4706479273825086,80,76,0,0,0,1,,329.1,1433,319,168,127,15,136,1,25,34,3,320,"17312"
"Merandy Gonzalez","NYM","A,A-,A+,AA,R","19-23",29,18,3.018056814130976,104,60,1,1,5,4,,387.2,1622,342,155,130,20,142,2,22,27,4,336,"17313"
"Luis Escobar","PIT","A,A-,A+,AA,AAA,R","19-23",31,20,3.6975171528992323,112,78,1,1,4,2,,443,1876,349,195,182,34,202,0,38,52,6,453,"17345"
"Edgar Santana","PIT","A,A-,A+,AA,AAA","23-29",8,4,2.950819856663679,112,0,0,0,15,3,,183,748,168,61,60,14,41,1,9,21,2,177,"17355"
"Josh Taylor","PHI","A,A+,AA,AAA,R","22-30",21,37,4.536477536702497,170,69,2,1,18,6,,452.1,2004,533,265,228,34,170,1,14,35,2,447,"17359"
"Brett Martin","TEX","A,A+,AA,AAA,R","20-24",15,28,4.825095174041806,92,66,0,0,1,3,,350.2,1548,419,219,188,26,115,1,4,27,2,347,"17369"
"Matt Gage","SFG","A,AA,AAA","22-30",35,39,4.1112957852714205,189,89,2,1,15,1,,602,2585,671,312,275,33,160,4,17,22,4,500,"17381"
"David Paulino","HOU","A,A-,A+,AA,AAA,R","21-27",16,13,3.1524324844349216,81,52,0,0,4,1,,308.1,1279,255,128,108,21,100,1,19,21,3,335,"17418"
"Erick Fedde","WSN","A,A-,A+,AA,AAA","22-29",23,19,3.6891547610317144,89,71,1,0,0,1,,390.1,1635,389,177,160,27,99,1,14,12,0,379,"17425"
"Jeff Hoffman","TOR","A+,AA,AAA","22-30",26,36,4.758271683340526,105,95,0,0,0,1,,493.2,2120,492,278,261,55,179,1,30,29,3,489,"17432"
"Jonathan Hernandez","TEX","A,A+,AA,AAA,R","18-26",29,38,4.16611969501044,120,91,1,0,0,3,,507.2,2174,486,272,235,45,213,1,22,45,4,479,"17464"
"Heath Fillmyer","OAK","A,A+,AA,AAA,R","21-28",33,40,4.500000216744173,138,116,2,1,0,1,,594,2598,632,330,297,68,245,1,26,46,9,496,"17466"
"Chad Sobotka","ATL","A,A+,AA,AAA,R","21-27",15,19,4.416223348249484,183,10,0,0,21,19,,250.2,1084,227,138,123,16,125,3,21,31,2,257,"17470"
"Jack Flaherty","STL","A,A+,AA,AAA","19-26",33,19,2.8495509429535613,82,81,1,0,0,0,,445.1,1826,393,162,141,27,126,2,12,30,2,456,"17479"
"Daniel Duarte","TEX","A,A+,AA,AAA,CPX,R","18-26",14,8,3.7921350346326848,101,13,1,1,13,6,,178,767,179,83,75,9,65,1,10,27,3,169,"17480"
"Albert Abreu","HOU","A,A+,AA,AAA,R","19-26",18,28,3.8962025528109967,109,73,1,0,7,0,,395,1725,342,207,171,30,195,0,37,49,6,432,"17485"
"Spenser Watkins","DET","A,A-,A+,AA,AAA","22-30",42,28,3.98123343126306,126,104,3,1,2,0,,621.2,2638,611,302,275,61,211,2,18,40,0,518,"17489"
"Genesis Cabrera","TBR","A,A+,AA,AAA,R","18-26",34,30,4.216061433401857,113,91,2,0,3,2,,523,2220,482,268,245,53,220,0,20,37,7,495,"17490"
"Diego Castillo","TBR","A,A-,A+,AA,AAA,CPX,R","21-29",10,14,2.89589906860173,141,2,0,0,34,11,,211.1,891,181,82,68,11,70,2,11,26,6,237,"17496"
"Jorge Guzman","HOU","A,A-,A+,AA,AAA,CPX,R","19-27",21,34,3.6586958645602605,137,78,2,0,7,2,,460,1980,378,223,187,31,243,0,29,62,12,465,"17505"
"Wei-Chieh Huang","ARI","A,A-,A+,AA,AAA,CPX,R","21-28",24,14,3.4925375454249106,152,47,0,0,2,7,,402,1689,328,177,156,38,150,1,25,46,10,482,"17508"
"Ariel Miranda","BAL","A+,AA,AAA,R","26-29",16,10,3.787330578235649,44,43,0,0,0,0,,221,934,203,105,93,17,83,0,6,7,2,203,"17526"
"Ryan Burr","ARI","A,A-,A+,AA,AAA,R","21-29",12,9,2.333898265944991,145,0,0,0,14,9,,196.2,806,148,61,51,11,81,2,5,14,2,227,"17536"
"Andrew Moore","SEA","A,A-,A+,AA,AAA","21-28",29,30,4.056192683562773,124,104,1,1,0,0,,581.1,2423,585,285,262,85,138,0,14,8,3,485,"17553"
"Jimmy Herget","CIN","A+,AA,AAA,R","21-29",18,18,2.9383981904189493,268,0,0,0,70,21,,324.2,1369,261,121,106,29,133,7,15,8,3,385,"17556"
"JT Brubaker","PIT","A,A-,A+,AA,AAA","21-25",31,28,3.6046663905621794,101,99,1,0,0,0,,514.1,2180,514,236,206,37,155,0,35,22,3,433,"17578"
"Ricardo Sanchez","ATL","A,A+,AA,AAA,R","18-26",30,50,4.6819944202539805,128,124,1,1,0,0,,601.2,2647,650,355,313,54,232,1,33,28,25,538,"17581"
"Marcos Diplan","MIL","A,A+,AA,AAA,R","18-25",29,28,4.080995007171789,166,77,1,0,8,2,,522.2,2291,486,273,237,41,286,1,21,59,3,546,"17583"
"Jordan Yamamoto","MIL","A,A+,AA,AAA,CPX,R","19-26",29,29,3.9886362627764402,123,88,2,1,4,2,,528,2219,512,256,234,55,150,2,31,29,3,559,"17585"
"Tanner Scott","BAL","A,A-,A+,AA,AAA","20-24",12,14,3.2832619907136347,125,27,0,0,14,9,,233,995,165,104,85,5,149,1,10,22,0,298,"17586"
"Mitch Keller","PIT","A,A-,A+,AA,AAA,R","19-25",37,23,3.183333434528778,105,103,0,0,0,0,,540,2237,461,224,191,33,170,1,33,33,0,576,"17594"
"Cristian Javier","HOU","A,A-,A+,AA,AAA,R","18-22",26,11,2.2201590837991927,92,55,0,0,7,2,,377,1516,225,106,93,22,163,2,16,17,4,512,"17606"
"Tanner Rainey","CIN","A,A+,AA,AAA,R","22-28",20,19,4.156146205738271,165,36,0,0,19,12,,301,1313,240,158,139,21,179,1,22,54,2,386,"17610"
"Taylor Clarke","ARI","A,A-,A+,AA,AAA,CPX","22-29",42,28,3.6266066736633227,112,91,0,0,3,0,,518.2,2152,475,227,209,46,154,1,17,19,4,449,"17611"
"Justin Lawrence","COL","A,A-,A+,AA,AAA,R","20-27",12,23,4.899614188270963,239,0,0,0,39,27,,259,1143,248,159,141,20,121,0,23,29,4,274,"17639"
"Cody Carroll","NYY","A,A+,AA,AAA,CPX,R","22-29",16,11,3.5294116718958843,181,9,0,0,22,12,,306,1319,270,139,120,25,149,4,16,24,1,361,"17664"
"Jeffrey Springs","TEX","A,A-,A+,AA,AAA,R","22-26",14,17,3.647806112076684,120,28,0,0,7,4,,288.2,1197,245,128,117,28,100,1,14,17,4,390,"17677"
"Rogelio Armenteros","HOU","A,A-,A+,AA,AAA,CPX","21-27",35,25,3.6302522338373424,117,102,2,0,3,0,,555.1,2340,500,245,224,64,211,0,17,27,6,609,"17679"
"Ralph Garza Jr.","HOU","A,A-,A+,AA,AAA","21-28",30,14,3.8745487272911476,201,6,0,0,16,14,,369.1,1580,326,171,159,33,146,5,28,22,1,377,"17682"
"Pedro Araujo","CHC","A,A-,A+,AA,AAA","21-25",10,9,3.0410960758128454,123,0,0,0,15,7,,219,903,165,86,74,20,75,4,4,25,2,273,"17697"
"Jose Cuas","MIL","A,A-,A+,AA,AAA,CPX","24-29",13,7,2.6443301958870373,89,0,0,0,17,5,,129.1,534,107,47,38,8,39,2,13,10,0,121,"17701"
"Trevor Megill","SDP","A-,A+,AA,AAA,R","21-29",11,5,3.9097105522093885,134,0,0,0,14,6,,195.2,826,172,91,85,23,73,3,5,26,2,274,"17722"
"Nabil Crismatt","NYM","A,A-,A+,AA,AAA,R","20-28",29,38,4.081764720766107,120,88,4,1,1,1,,566.2,2421,561,297,257,71,149,3,35,32,3,598,"17732"
"Evan Phillips","ATL","A,A+,AA,AAA,R","20-26",19,20,3.764258667743284,187,2,0,0,24,9,,263,1107,218,124,110,19,118,6,15,21,1,306,"17734"
"Tyler Alexander","DET","A-,A+,AA,AAA","20-27",28,38,4.057245080500895,115,103,1,0,0,0,,559,2379,626,296,252,69,94,1,29,6,1,469,"17735"
"Brody Koerner","NYY","A,A+,AA,AAA,R","21-28",24,26,4.167019027484144,127,71,1,0,8,2,,473,2057,500,247,219,44,151,2,33,25,3,361,"17748"
"Sandy Baez","DET","A,A-,A+,AA,AAA","21-25",18,30,4.584490176916571,109,69,0,0,1,1,,408.1,1765,446,230,208,42,140,0,17,29,7,353,"17754"
"Drew Smith","DET","A,A-,A+,AA,AAA,R","21-28",13,7,1.918032541995245,120,1,0,0,17,10,,183,722,124,50,39,5,57,5,11,13,0,200,"17755"
"Angel Perdomo","TOR","A,A-,A+,AA,AAA,CPX,R","21-29",28,24,3.2627292145418125,190,68,0,0,4,2,,491,2096,386,218,178,33,246,1,35,43,3,611,"17759"
"Jacob Nix","SDP","A,A+,AA,AAA,R","19-23",12,19,3.6912899358739724,65,60,1,1,0,1,,302.1,1263,315,157,124,16,61,0,14,23,4,255,"17775"
"Jose Alvarado","TBR","A,A+,AA,AAA,R","20-28",8,7,3.9374999926658347,79,7,0,0,4,2,,128,560,90,65,56,5,90,2,7,18,1,153,"17780"
"Jake Brentz","SEA","A,A-,A+,AA,AAA,R","20-27",7,9,5.49519220376167,138,17,0,0,11,7,,208,969,199,142,127,15,147,0,17,23,3,234,"17783"
"Patrick Weigel","ATL","A,AA,AAA,R","20-27",28,19,3.673076953016403,175,76,1,1,3,5,,468,2003,377,222,191,39,226,2,48,31,3,457,"17792"
"Trey Wingenter","SDP","A,A-,A+,AA,AAA,CPX,R","21-29",10,9,3.2603773328238597,149,3,0,0,34,10,,176.2,733,133,75,64,11,76,0,14,19,1,214,"17793"
"Dillon Tate","TEX","A,A-,A+,AA,AAA","21-29",22,14,3.992417154091288,98,60,1,0,7,1,,351.2,1495,345,171,156,31,109,6,30,22,3,286,"17796"
"Daniel Zamora","PIT","A,A-,A+,AA,AAA","22-30",18,13,3.8453712750027282,247,4,0,0,22,17,,327.2,1403,299,168,140,24,133,4,13,10,3,390,"17811"
"Jose Mujica","TBR","A,A+,AA,AAA,R","19-27",37,32,4.314511586417016,157,97,0,0,5,3,,590.1,2466,583,306,283,84,154,2,12,20,3,437,"17821"
"Adbert Alzolay","CHC","A,A-,A+,AA,AAA,CPX","20-27",26,21,3.897810345599471,86,75,1,1,0,0,,411,1703,359,188,178,39,130,2,16,24,7,378,"17859"
"Jose Rodriguez","LAA","A,A+,AA,AAA,R","19-27",38,49,4.900269718128461,177,140,0,0,2,2,,742,3238,841,444,404,75,236,0,18,30,11,670,"17860"
"Franklyn Kilome","PHI","A,A-,A+,AA,AAA","20-28",28,42,4.031958260490308,128,110,1,1,1,3,,573.2,2479,539,295,257,44,261,0,43,51,4,535,"17861"
"Ian Gibaut","TBR","A,A+,AA,AAA,R","21-28",20,13,3.1746215825947597,210,2,0,0,38,16,,286.1,1210,237,128,101,19,120,2,16,24,2,349,"17871"
"Nestor Cortes","NYY","A,A+,AA,AAA,R","20-26",33,20,2.5135135904466113,99,60,2,0,4,0,,444,1752,325,145,124,33,116,1,15,14,5,445,"17874"
"Brett Kennedy","SDP","A,A-,A+,AA,AAA,CPX,R","20-28",37,35,3.930481471343544,130,111,0,0,5,0,,561,2383,555,277,245,53,186,0,27,40,0,540,"17877"
"Dennis Santana","LAD","A,A+,AA,AAA,R","19-27",22,34,4.503335903787893,121,77,1,0,1,4,,449.2,2008,426,278,225,35,226,5,34,47,10,514,"17878"
"Tayler Saucedo","TOR","A,A-,A+,AA,AAA,CPX,R","22-30",40,28,4.134987855269427,174,72,2,1,3,4,,550.2,2416,584,301,253,41,195,1,38,37,5,441,"17888"
"Garrett Cleavinger","BAL","A,A-,A+,AA,AAA","21-28",20,14,3.733333306960118,182,1,0,0,12,8,,270,1179,207,133,112,18,155,3,25,26,4,383,"17897"
"Cody Ponce","MIL","A,A+,AA,AAA,R","21-27",24,34,3.932773140761216,134,75,1,0,5,3,,476,2016,468,256,208,45,128,2,28,37,2,429,"17920"
"Adonis Rosa","NYY","A,A-,A+,AA,AAA,R","20-24",42,18,3.4954513319319034,102,71,0,0,4,0,,476.1,1993,465,217,185,43,112,0,21,14,5,413,"17942"
"Trent Thornton","HOU","A-,A+,AA,AAA","21-29",38,21,4.03489152283239,136,78,1,1,6,2,,506.1,2129,530,257,227,53,111,3,14,27,2,451,"17948"
"Tyler Gilbert","PHI","A,A-,A+,AA,AAA","21-29",35,33,4.074073946161657,189,56,0,0,10,8,,486,2076,481,242,220,48,137,4,24,28,1,441,"17964"
