Name,Team,Level,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,K%,BB%,ERA,FIP,WHIP,Pitches,Strikes,Oppo%,PlayerId
"Andrew Kittredge","SEA","AA,AAA",19,7,2.9132370288152822,163,12,0,0,17,6,,299.2,1236,266,112,97,19,82,2,5,13,3,336,10.091212800844689,0.27184466,0.06634304,2.9132370288152822,2.905839037611866,1.1612903620019681,4651,3088,0.28413284,"12828"
"Matt Purke","WSN","A,A+,AA,AAA",9,13,4.653726887254091,132,16,0,0,3,6,,214.2,953,217,127,111,14,105,3,8,31,3,203,8.51086989290613,0.21301154,0.11017838,4.653726887254091,3.9436966663052133,1.500000057753571,3302,2029,0.32594937,"12831"
"Alex Meyer","MIN","A+,AAA,R",5,7,4.406896848814686,51,20,0,0,1,3,,145,641,153,77,71,8,63,1,7,6,0,171,10.613793818976216,0.26677067,0.09828393,4.406896848814686,3.1187597462125924,1.489655272838767,2394,1478,0.34085213,"12833"
"Shawn Armstrong","CLE","A,AAA",11,13,2.221276577715962,217,1,0,0,54,9,,235,975,167,71,58,11,104,3,8,12,1,337,12.906382873970333,0.34564103,0.10666667,2.221276577715962,2.553734891045547,1.1531914800019651,4075,2622,0.37977099,"12857"
"Alex Claudio","TEX","AAA",6,4,3.1804511734302947,97,3,0,0,6,7,,133,548,127,59,47,10,33,1,4,5,3,112,7.578947477110489,0.20437956,0.06021898,3.1804511734302947,3.683375260151869,1.203007536049284,1931,1258,0.25459318,"12890"
"Logan Verrett","NYM","AA,AAA",29,22,4.31737039723151,110,59,0,0,5,2,,410.2,1706,397,213,197,57,97,4,16,13,1,330,7.2321433050070985,0.19343494,0.05685815,4.31737039723151,4.639320489772132,1.2029221524153222,6029,4006,0.29691211,"12905"
"Gabriel Ynoa","NYM","AA,AAA",28,23,4.263157745879577,76,75,2,1,0,0,,437,1863,475,228,207,41,101,1,18,17,2,251,5.1693362039409365,0.13472893,0.05421363,4.263157745879577,4.347814707075399,1.3180777571801592,6553,4235,0.28466175,"12938"
"Abel De Los Santos","WSN","AA,AAA,R",10,9,3.0774192791004973,113,1,0,0,20,7,,155,652,130,58,53,12,56,4,2,11,2,163,9.46451589610153,0.25,0.08588957,3.0774192791004973,3.275362077653418,1.1999999704668607,2462,1568,0.27039627,"12962"
"Roberto Gomez","SFG","AAA,R",4,12,4.038781334146572,56,14,0,0,2,6,,120.1,528,126,64,54,11,46,2,4,6,1,107,8.002770421364504,0.20265152,0.08712121,4.038781334146572,4.3954901252633585,1.429362941302902,1998,1251,0.2972973,"12963"
"Joe Musgrove","HOU","A,A+,AA,AAA",21,8,2.536363636363636,42,35,0,0,1,0,,220,868,193,70,62,19,23,0,7,7,0,224,9.163636363636364,0.25806452,0.0264977,2.536363636363636,3.0251945204203783,0.9818181818181818,2774,2009,0.28175896,"12970"
"Joe Ross","WSN","A,A+,AA,AAA,R",11,11,3.284436411089143,39,39,0,0,0,0,,186.1,766,177,73,68,12,44,1,11,11,0,158,7.631484602236538,0.20626632,0.05744125,3.284436411089143,3.4231683703354565,1.1860464817821905,2661,1762,0.34119782,"12972"
"Mauricio Cabrera","ATL","A+,AA,AAA,R",12,16,6.198767374211514,185,3,0,0,11,14,,216.1,1067,207,169,149,11,200,5,19,61,2,234,9.73497695010399,0.21930647,0.18744142,6.198767374211514,4.883417517243923,1.8813559442983494,4150,2321,0.31639344,"12975"
"Andrew Faulkner","TEX","AA,AAA",21,9,3.936726354978923,155,16,0,0,7,8,,242.1,1058,214,121,106,19,121,7,23,9,0,229,8.504814483869561,0.21644612,0.11436673,3.936726354978923,4.313233614336457,1.3823934265387203,4344,2668,0.34067548,"12982"
"Colten Brewer","PIT","A,A+,AA,AAA,CPX",19,26,4.097186840673519,191,37,0,0,21,5,,391,1689,376,211,178,32,137,2,27,47,2,394,9.069054018120037,0.23327413,0.08111308,4.097186840673519,3.7628166904425733,1.3120205051594978,5459,3532,0.30918728,"12997"
"Robby Scott","BOS","AA,AAA",12,8,3.669230769230769,165,9,0,0,5,8,,260,1094,216,120,106,28,97,1,11,12,1,271,9.38076923076923,0.24771481,0.08866545,3.669230769230769,3.8985106561907514,1.2038461538461538,4349,2709,0.34943182,"13042"
"Reymin Guduan","HOU","A,A+,AA,AAA",22,23,4.562897331854927,213,0,0,0,11,14,,262.1,1191,263,150,133,18,148,5,3,35,3,318,10.909784597968924,0.26700252,0.12426532,4.562897331854927,3.889937099011617,1.5667091089326441,4455,2818,0.33471646,"13058"
