Name,Team,Level,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,K%,BB%,ERA,FIP,WHIP,Pitches,Strikes,Oppo%,PlayerId
"Alex Royalty","CLE","A,A-,A+,AA,R",9,11,4.13114754434748,46,41,3,1,0,0,,183,796,176,101,84,11,75,0,22,16,3,172,8.459016400330556,0.2160804,0.09422111,4.13114754434748,3.9992871907721415,1.3715847005703936,2968,1806,0.28100775,"sa3006825"
"Adam Scott","CLE","A,A-,A+,AA,AAA,CPX,R",17,24,4.425366007032519,107,63,0,0,1,1,,341.2,1515,326,200,168,39,162,0,33,25,3,390,10.273171087754061,0.25742574,0.10693069,4.425366007032519,4.343165871477128,1.4282927324284849,5931,3618,0.37017167,"sa3006826"
"Tyler Smith","LAA","A,A+,R",10,7,4.611570175240726,77,0,0,0,8,7,,121,537,117,78,62,11,58,0,10,15,2,140,10.413222976350028,0.26070764,0.10800745,4.611570175240726,4.391043815571794,1.4462809689375038,1986,1261,0.32424242,"sa3006828"
"Kevin Magee","BAL","A-,A+,R",8,9,2.7783642331971365,37,22,1,0,0,0,,126.1,508,108,42,39,12,32,0,2,4,1,134,9.546174544831187,0.26377953,0.06299213,2.7783642331971365,3.402043287339238,1.108179466232476,1913,1278,0.33235294,"sa3006829"
"Dallas Litscher","BAL","A,A-,CPX,R",6,9,3.923076987031415,32,26,0,0,0,0,,117,501,104,60,51,9,47,0,5,22,3,133,10.230769397552512,0.26546906,0.09381238,3.923076987031415,3.633650849170324,1.2905983116377857,1526,1026,0.36277603,"sa3006830"
"Gabe Mosser","SDP","A,A-,A+,AA,CPX",15,16,3.901534479273744,71,40,0,0,1,0,,260.2,1106,270,133,113,24,66,1,9,14,3,262,9.046035695307264,0.23688969,0.0596745,3.901534479273744,3.71028042398406,1.2890025418249538,4134,2638,0.23958333,"sa3006834"
"Tyler Joyner","BAL","A,A-,A+,AA,AAA,R",11,7,4.066945395727875,71,3,1,1,8,4,,159.1,661,144,79,72,16,49,0,3,12,0,160,9.037656434950835,0.24205749,0.07413011,4.066945395727875,3.775090493252481,1.2112970082954937,2472,1591,0.26666667,"sa3006836"
"Matt Leon","LAA","A,R",8,9,4.733333400208274,39,19,0,0,0,0,,135,586,142,80,71,10,47,0,6,14,2,134,8.93333345954801,0.22866894,0.08020478,4.733333400208274,4.214367577148466,1.400000019779912,2033,1323,0.2325,"sa3006844"
"Reagan Todd","COL","A,A-,AA,AAA,R",16,8,4.595744979257461,141,3,0,0,7,7,,156.2,686,161,93,80,20,70,4,8,12,1,201,11.54680926038437,0.29300292,0.10204082,4.595744979257461,4.3472683647616215,1.474468180845102,2855,1778,0.32762836,"sa3006946"
"Yaya Chentouf","DET","A,A-,A+,AA,R",17,14,3.532383355325177,170,0,0,0,28,12,,257.1,1086,246,125,101,18,85,4,13,19,2,228,7.974093118951885,0.20994475,0.07826888,3.532383355325177,3.743896694610357,1.2862694066145584,3799,2478,0.33858268,"sa3006950"
"Solomon Bates","SFG","A,A-,A+,AA,CPX,R",17,6,4.3004033581027175,93,3,0,0,0,6,,165.1,713,152,86,79,21,71,3,7,20,2,219,11.92137133448728,0.30715288,0.09957924,4.3004033581027175,4.085828247732946,1.3487903640744106,2956,1855,0.32929782,"sa3006951"
"Trey Cumbie","TBR","A,A-,A+,AA",18,6,3.570652433007355,108,4,0,0,15,6,,184,783,139,81,73,15,90,2,9,22,3,247,12.081522615792009,0.31545338,0.11494253,3.570652433007355,3.547947648814643,1.2445653076996717,3255,2070,0.32413793,"sa3006954"
"Jojanse Torres","HOU","A,A+,AA,AAA,R",13,8,4.056761475463331,84,23,1,1,4,4,,199.2,890,176,103,90,21,119,0,12,13,5,226,10.186978816163476,0.25393258,0.13370787,4.056761475463331,4.622059815413348,1.477462512668744,3249,2035,0.35526316,"sa3006955"
"Austin Hansen","HOU","A,A-,A+,AAA",11,9,3.702341019035868,61,27,0,0,7,3,,199.1,858,148,90,82,26,117,0,9,20,2,253,11.423076558732618,0.29487179,0.13636364,3.702341019035868,4.733660937856354,1.3294313957242616,3479,2097,0.32848233,"sa3006956"
"Jack O'Loughlin","DET","A,A-,A+,AAA,CPX",13,12,3.2082778098143603,74,45,1,0,1,0,,249.2,1067,225,105,89,10,109,0,22,12,1,235,8.471295340521063,0.22024367,0.10215558,3.2082778098143603,3.7578583730403246,1.3377837559026171,4096,2564,0.36909871,"sa3006959"
"Sean Rackoski","TOR","A,A+,AA,AAA,R",16,8,4.335365551132187,122,0,0,0,18,9,,164,712,167,89,79,13,57,1,6,23,0,169,9.274389596725818,0.23735955,0.08005618,4.335365551132187,3.6490885521511034,1.365853563225893,2563,1673,0.28661088,"sa3006964"
"Robbie Welhaf","DET","A,A-,A+,R",6,8,3.0000000443569457,38,14,0,0,3,2,,129,514,105,47,43,7,21,0,3,8,0,119,8.302325704150617,0.23151751,0.04085603,3.0000000443569457,2.91626026058256,0.9767442004883079,1619,1144,0.34699454,"sa3006965"
"Brooks Wilson","ATL","A,A+,AA,AAA,R",10,6,2.263473079743906,82,11,1,0,7,5,,167,685,137,51,42,8,54,0,6,25,0,185,9.970059994110061,0.27007299,0.07883212,2.263473079743906,2.9097059142396953,1.143712587912926,2631,1653,0.27045455,"sa3006966"
"Omar Cruz","SDP","A,A-,A+,AA,R",12,15,3.458128184416415,74,48,0,0,0,1,,270.2,1162,232,120,104,20,115,0,31,27,5,312,10.374384553249245,0.26850258,0.0989673,3.458128184416415,3.819074407869728,1.2820197435817264,4481,2836,0.32528409,"sa3006971"
"Miguel Diaz","PIT","CPX,DSL,R",8,4,3.6435991690004137,61,1,0,0,8,3,,96.1,420,63,52,39,6,62,1,3,24,2,102,9.529413211231851,0.24285714,0.14761905,3.6435991690004137,4.375986189691219,1.297578051638324,844,548,0.30081301,"sa3006972"
"Jonathan Bowlan","KCR","A,A+,AA,CPX,R",16,18,4.57110638018297,66,62,1,1,1,0,,295.1,1258,315,162,150,30,70,0,16,13,3,307,9.355531058107813,0.24403816,0.05564388,4.57110638018297,3.7878823302893285,1.303611819533662,4651,3064,0.32023121,"sa3006973"
"Victor Rodriguez","ARI","R",4,2,2.302325581395349,25,18,0,0,0,0,,86,342,70,30,22,1,19,0,6,9,3,73,7.6395348837209305,0.21345029,0.05555556,2.302325581395349,2.891862427911093,1.0348837209302326,574,464,0.22131148,"sa3006975"
"Justin Garcia","ARI","A-,R",7,3,2.261779924020823,45,0,0,0,3,2,,63.2,251,36,17,16,4,24,0,2,9,0,83,11.732983355858021,0.33067729,0.09561753,2.261779924020823,3.190474860133941,0.942408301675343,923,599,0.27777778,"sa3006982"
"Boby Johnson","COL","A,A-,A+,AA,R",11,6,4.606418993125397,136,0,0,0,6,11,,197.1,879,236,120,101,19,66,2,10,19,2,203,9.25844609509362,0.23094425,0.07508532,4.606418993125397,4.059746412194532,1.5304054300592627,3266,2132,0.34056761,"sa3006983"
"Angel Reyes","DET","A,A-,A+,R",11,11,3.7409637479620166,149,4,0,0,10,6,,221.1,969,184,110,92,16,101,1,27,22,1,203,8.254517835177058,0.20949432,0.10423117,3.7409637479620166,4.408818651471213,1.2876505654217087,3372,2145,0.34433962,"sa3006985"
"Conner Loeprich","PIT","A,A-,A+,AA,CPX",12,15,4.3134145338148135,116,23,0,0,14,3,,273.1,1191,282,148,131,30,94,3,9,35,0,283,9.318292466180093,0.23761545,0.07892527,4.3134145338148135,3.9897711543737935,1.3756097241003984,4364,2814,0.30472637,"sa3006986"
"Perry DellaValle","STL","A+,R",5,8,2.8421052631578947,31,26,0,0,1,0,,152,607,141,55,48,7,30,0,4,5,0,154,9.118421052631579,0.25370675,0.04942339,2.8421052631578947,2.656211950937264,1.125,1972,1364,0.34814815,"sa3006991"
"Tanner Dodson","TBR","A-,A+,AA,CPX",14,7,4.149590079800033,106,4,0,0,6,5,,162.2,730,162,86,75,11,91,2,12,16,2,156,8.631147365984068,0.21369863,0.12465753,4.149590079800033,4.492331134882883,1.555327837317642,2904,1717,0.35957447,"sa3007008"
"Chance Kirby","DET","A,A-,A+,AA,R",22,23,3.929464477895512,87,62,1,1,2,3,,373.1,1523,317,182,163,48,98,1,17,14,2,317,7.641964659465505,0.20814183,0.06434668,3.929464477895512,4.383988481846037,1.1116071972233383,5614,3603,0.32506887,"sa3007200"
"Sean Wymer","TOR","A,A-,A+,AA",18,18,5.653001764074171,65,40,1,0,0,0,,227.2,1012,268,152,143,22,72,0,19,10,0,178,7.036603594441974,0.17588933,0.07114625,5.653001764074171,4.439753621671222,1.493411499444614,3719,2397,0.28765265,"sa3007204"
"Frankie Bartow","WSN","A,A-,A+,AA",6,9,3.5147928597400275,83,0,0,0,23,4,,112.2,462,103,52,44,9,31,2,4,4,0,82,6.55029578406096,0.17748918,0.06709957,3.5147928597400275,3.9557556345765517,1.1893490990029385,1681,1104,0.29565217,"sa3007205"
"Conner Nurse","SFG","A-,A+,R",12,12,4.115384648929373,50,45,1,0,0,0,,234,1017,224,127,107,28,103,0,10,15,5,229,8.80769237948436,0.22517207,0.10127827,4.115384648929373,5.027035973777716,1.397435908826485,3111,2052,0.35014837,"sa3007214"
"Bobby Milacki","WSN","A,A-,A+,AA,R",11,7,3.1735073723435083,87,8,0,0,8,5,,178.2,767,171,78,63,9,64,1,6,10,0,182,9.167910186770134,0.23728814,0.08344198,3.1735073723435083,3.3521926520753,1.3152984700189143,2848,1822,0.30097087,"sa3007216"
"Leif Strom","WSN","A,A-,A+,R",4,8,7.3983049726338965,53,17,1,0,1,4,,118,593,146,113,97,16,79,0,21,23,0,111,8.466101566622294,0.18718381,0.13322091,7.3983049726338965,6.141723623485952,1.9067796321221384,1789,1062,0.27887324,"sa3007220"
"PJ Poulin","COL","A,A-,A+,AA,AAA",16,9,3.5820893482897547,186,0,0,0,30,9,,201,870,178,100,80,14,82,2,18,14,0,249,11.149253096551861,0.2862069,0.09425287,3.5820893482897547,3.5443281070492234,1.2935322646601892,3602,2281,0.43570058,"sa3007223"
"Clayton Andrews","MIL","A,A+,AA,AAA,CPX,R",15,6,3.049411901559803,97,1,0,0,12,7,,141.2,578,92,52,48,11,60,1,9,17,0,200,12.705882923165845,0.34602076,0.10380623,3.049411901559803,3.130219290222607,1.0729412246228935,2264,1448,0.30944625,"sa3007226"
"Kai-Wei Teng","MIN","A,A+,AA,AAA,R",22,25,4.136738004018441,86,84,1,0,0,0,,404.2,1757,335,210,186,30,197,0,52,46,1,518,11.520592935922325,0.29482072,0.11212294,4.136738004018441,3.824743655409874,1.3146622569520972,6453,3992,0.33939394,"sa3007229"
"Charlie Cerny","OAK","A,A-,A+,CPX",5,10,6.3367345397147705,93,3,0,0,11,4,,130.2,633,141,112,92,6,103,3,14,27,2,107,7.369897779885657,0.16903633,0.16271722,6.3367345397147705,5.324212600078485,1.8673468933458988,2430,1389,0.3995098,"sa3007230"
"Joey Murray","TOR","A,A-,A+,AA,CPX",12,11,3.404973092781579,50,36,0,0,1,0,,187.2,780,145,73,71,17,76,0,10,6,1,234,11.222023995928021,0.3,0.0974359,3.404973092781579,3.418627952750843,1.1776198020418294,3075,1912,0.34716157,"sa3007234"
"Robert Broom","CLE","A,A+,AA,AAA,R",13,10,3.1085527583523356,152,3,0,0,13,5,,202.2,855,148,82,70,15,90,5,25,12,0,210,9.325658275057007,0.24561404,0.10526316,3.1085527583523356,3.977384836878676,1.1743421531553269,3339,2077,0.37853107,"sa3007235"
"Victor Azor","COL","R",3,6,4.561643954803361,23,14,0,0,0,1,,73,328,73,45,37,7,42,0,0,17,4,59,7.273972792794549,0.17987805,0.12804878,4.561643954803361,4.935481492590281,1.5753425069140736,598,395,0.29493088,"sa3007238"
"Chavez Fernander","DET","A-,A+,AA,AAA,R",14,10,3.66028674521163,118,16,0,0,7,3,,209,882,179,92,85,14,85,0,15,17,3,198,8.526315006492974,0.2244898,0.09637188,3.66028674521163,3.9372295834401374,1.2631577787396997,3193,2018,0.30940171,"sa3007240"
"Kyle Leahy","STL","A,A+,AA,AAA,R",22,34,5.344777288761875,114,70,1,0,2,2,,456.1,2073,553,314,271,58,182,2,15,24,2,402,7.928415018753778,0.19392185,0.08779547,5.344777288761875,4.807044419986164,1.6106647426158174,7720,4940,0.30319511,"sa3007241"
"Jake Miednik","CLE","A,A-,A+,AA,CPX,R",8,6,4.209354413073646,91,9,0,0,7,4,,149.2,651,139,90,70,11,62,1,6,13,1,165,9.922049687959309,0.25345622,0.0952381,4.209354413073646,3.905866083127761,1.3429845032187346,2290,1469,0.32296651,"sa3007242"
"Andrew Politi","BOS","A-,A+,AA,AAA",22,14,4.016529160783892,152,22,0,0,21,6,,282.1,1201,234,143,126,27,119,0,17,19,0,343,10.933884937689484,0.28559534,0.0990841,4.016529160783892,3.7320839432973596,1.2502952325896948,4812,3069,0.31154381,"sa3007243"
"Edgar Escobar","STL","A,A+,AA,R",19,22,4.925883972953056,132,23,0,0,19,4,,292.1,1240,266,176,160,41,114,1,17,15,4,296,9.112885349963152,0.23870968,0.09193548,4.925883972953056,4.770794210335924,1.2998860484181674,4819,3007,0.339599,"sa3007244"
"Christian Cosby","KCR","A,A+,AA,R",9,7,5.116322939703472,59,11,0,0,3,3,,177.2,790,195,111,101,23,62,0,8,18,4,196,9.928705902790895,0.24810127,0.07848101,5.116322939703472,4.561105247573953,1.4465291479689684,2648,1753,0.33007813,"sa3007245"
"Troy Watson","TOR","A,A+,AA,CPX,R",10,10,2.95000021881529,66,30,1,0,7,3,,180,749,143,72,59,7,71,1,9,12,2,127,6.350000471009183,0.16955941,0.09479306,2.95000021881529,3.9772133105192706,1.1888889770743354,2764,1705,0.30939227,"sa3007249"
"Scott Sunitsch","MIL","A,A+,CPX,R",16,11,3.9116609092031993,41,36,0,0,0,0,,188.2,822,195,87,82,9,61,0,20,16,1,184,8.777385454797423,0.22384428,0.07420925,3.9116609092031993,3.5489356522489612,1.3568905050894566,3014,1947,0.26438849,"sa3007251"
"Devin Conn","HOU","A,A-,A+,AA,AAA",12,10,3.534700336725255,137,2,0,0,17,5,,211.1,905,151,103,83,17,117,1,28,23,2,197,8.38958995584187,0.21767956,0.12928177,3.534700336725255,4.857383344686463,1.2681388088920593,3496,2077,0.33333333,"sa3007252"
"Ryan Tapani","WSN","A,A-,A+,AA",6,13,4.000000267698072,67,13,0,0,2,6,,171,718,162,85,76,18,49,2,7,8,0,182,9.578948009487487,0.25348189,0.06824513,4.000000267698072,3.69971027174691,1.2339182112343468,2751,1825,0.33958333,"sa3007254"
"Rigo Fernandez","CHW","A,CPX,R",7,4,4.934009841773096,78,0,0,0,11,3,,131.1,587,115,83,72,10,74,0,4,20,0,160,10.964466315051325,0.2725724,0.12606474,4.934009841773096,4.375984462211377,1.4390862038504864,2118,1298,0.32276657,"sa3007257"
"Austin Briggs","OAK","A-,AA,R",7,7,5.031055602609409,122,1,0,0,12,5,,161,744,166,128,90,14,100,4,14,31,0,149,8.32919205320891,0.20026882,0.1344086,5.031055602609409,5.048025876357696,1.6521738151779046,2665,1611,0.35699374,"sa3007261"
"Jared Tobey","DET","A,A+,AA,R",6,10,4.149700030065293,124,12,0,0,7,5,,167,736,155,83,77,17,88,4,15,23,1,188,10.131735138341234,0.25543478,0.11956522,4.149700030065293,4.497525084357376,1.4550896209319857,2653,1617,0.34831461,"sa3007263"
"Cody Tyler","SDP","A,A-,A+,AAA,R",5,6,5.280991808376909,78,0,0,0,5,3,,121,540,146,77,71,18,33,2,7,9,0,120,8.925619957820127,0.22222222,0.06111111,5.280991808376909,4.56753858994439,1.479338863379447,1939,1279,0.30343008,"sa3007265"
"Tyler Palm","MIN","A,A+,AA,R",9,17,4.315720034151468,99,30,0,0,0,1,,252.1,1122,260,155,121,12,101,2,37,21,2,213,7.597093944415395,0.18983957,0.09001783,4.315720034151468,4.194436158230873,1.4306473207793207,4140,2583,0.35732984,"sa3007270"
"Felix Minjarez","SDP","A,A-,A+,AA,AAA,R",16,7,3.5644916314533868,117,6,0,0,2,6,,219.2,935,198,110,87,21,93,1,5,27,0,258,10.570561389827285,0.27593583,0.09946524,3.5644916314533868,3.998770664289419,1.3247344377432129,3464,2207,0.2746114,"sa3007272"
"JJ Santa Cruz","SFG","A,A-,A+,AAA,CPX,R",9,4,2.685483917438898,74,0,0,0,3,2,,124,514,104,46,37,6,42,2,6,9,1,142,10.306451791251986,0.27626459,0.08171206,2.685483917438898,3.1508422746690736,1.1774193752134507,1885,1189,0.34567901,"sa3007274"
"Carlos De La Cruz","ATL","R",3,5,2.9999995231629177,30,0,0,0,7,2,,60,255,53,30,20,0,22,2,6,11,3,33,4.949999213218814,0.12941176,0.08627451,2.9999995231629177,3.8190239712015637,1.2499998013178824,408,295,0.27692308,"sa3007277"
"Luis Alvarado","LAA","A,A+,R",7,13,4.397938421060679,64,18,0,0,2,4,,161.2,713,133,89,79,18,87,2,26,25,0,183,10.187629507013979,0.25666199,0.12201964,4.397938421060679,4.971299273726305,1.3608248278950061,2827,1687,0.28915663,"sa3007454"
"Brady Feigl","OAK","A,A-,A+,AA,AAA",14,22,4.298348979259905,63,58,0,0,0,0,,282.2,1194,276,157,135,31,89,1,16,20,0,276,8.787735690931362,0.23115578,0.07453936,4.298348979259905,4.186634086393587,1.2912735616706712,4475,2833,0.30958231,"sa3007455"
"Ricky Salinas","CIN","A,A+,AA,R",17,16,4.749705150792167,80,49,0,0,1,1,,282.1,1272,293,174,149,39,127,1,19,39,3,286,9.11688371225879,0.22484277,0.09984277,4.749705150792167,4.974562147101607,1.4876034029326697,4952,3092,0.32181168,"sa3007456"
"Liam Jenkins","CLE","A,A-,A+,R",9,7,4.698701415091711,60,12,0,0,3,4,,128.1,590,112,79,67,3,96,3,17,22,2,144,10.098701548853827,0.2440678,0.16271186,4.698701415091711,4.405874557512033,1.6207792609271572,2062,1216,0.32727273,"sa3007458"
"Clay Helvey","SFG","A,A-,A+,AA,AAA,R",8,13,4.986062850315821,135,1,0,0,19,10,,191.1,859,179,125,106,15,117,5,10,30,1,233,10.959930604939494,0.27124563,0.13620489,4.986062850315821,4.464348381522246,1.5470383686514497,3127,1876,0.35353535,"sa3007459"
"Mason Fox","SDP","A,A-,A+,AA,AAA,CPX,R",11,7,5.3873238848672695,102,1,0,0,7,5,,142,640,137,90,85,16,80,3,5,10,0,190,12.042253389703308,0.296875,0.125,5.3873238848672695,4.3047507625170764,1.5281689974067942,2378,1497,0.2892562,"sa3007460"
"Andrew Cabezas","MIN","A,A+,AA,R",14,15,3.446171132761869,107,39,1,1,1,1,,300.1,1259,241,133,115,33,105,1,31,18,6,291,8.720311301162642,0.23113582,0.08339952,3.446171132761869,4.508849913718293,1.1520533448653205,4806,3028,0.30012005,"sa3007461"
"Cole Aker","STL","A,A+,R",10,7,5.326530543132308,72,15,0,0,4,2,,147,670,121,104,87,10,105,0,22,14,5,149,9.122448861226596,0.22238806,0.15671642,5.326530543132308,5.085229037560362,1.5374149460381885,2515,1459,0.37531486,"sa3007462"
"Kyle Glogoski","PHI","A,A+,AA,AAA,CPX,R",14,12,3.097674391123977,64,38,0,0,0,0,,215,925,174,89,74,18,96,0,16,9,0,249,10.423255721484733,0.26918919,0.10378378,3.097674391123977,3.88071585893631,1.255813942347558,3242,2047,0.28877005,"sa3007464"
"Justin Montgomery","TBR","A-,R",5,0,4.598901580863112,31,1,0,0,3,2,,60.2,277,48,41,31,4,44,0,8,15,0,58,8.604396506130984,0.20938628,0.15884477,4.598901580863112,5.179691911554805,1.5164836754100586,857,494,0.41317365,"sa3007465"
"Chi-Feng Lee","CHC","R",4,4,4.851562789175676,24,8,0,0,1,0,,85.1,375,95,56,46,5,19,0,5,13,1,75,7.910156721482082,0.2,0.05066667,4.851562789175676,4.030268000952037,1.3359375796280848,628,517,0.26449275,"sa3007466"
"Yeury Gervacio","CLE","A,CPX,R",10,9,4.542533163177641,78,16,0,0,3,2,,176.1,756,155,104,89,14,81,1,10,32,1,211,10.769376375623397,0.27910053,0.10714286,4.542533163177641,3.9519401598636024,1.3383743152433498,2207,1449,0.2826087,"sa3007468"
"Nolan Hoffman","SEA","A,A-,A+,AA,CPX,R",5,9,3.4453127566958037,101,2,0,0,16,4,,128,539,116,61,49,4,38,1,10,11,0,125,8.789063154836233,0.23191095,0.07050093,3.4453127566958037,3.328554118856987,1.2031250896398045,1916,1254,0.4,"sa3007471"
"Reid Birlingmair","OAK","A,A-,A+,CPX,R",13,18,4.120347349444675,63,48,0,0,0,0,,268.2,1151,236,137,123,27,120,1,19,30,1,249,8.341190975705073,0.21633362,0.10425717,4.120347349444675,4.637640261111197,1.3250620202369505,4253,2654,0.32142857,"sa3007473"
"Raydel Velette","PIT","CPX,R",3,4,3.675393161058511,31,7,0,0,2,3,,63.2,277,54,32,26,5,46,0,2,27,1,49,6.92670249584104,0.17689531,0.16606498,3.675393161058511,5.355712589552157,1.5706808380591928,552,330,0.27624309,"sa3007474"
"Chase Cohen","OAK","A,A-,AA,AAA,R",17,17,4.453246698091597,110,34,0,0,10,5,,256.2,1120,244,141,127,20,131,3,9,27,2,271,9.502597284904118,0.24196429,0.11696429,4.453246698091597,4.112634265116633,1.4610389429434374,4456,2723,0.38450704,"sa3007477"
"Matt Willrodt","SEA","A,A+,AA,AAA,R",11,12,5.077328558458747,119,3,0,0,9,4,,189.2,854,191,128,107,12,91,2,27,22,3,194,9.205623741504645,0.22716628,0.10655738,5.077328558458747,4.5089734008347255,1.486818954813465,2991,1837,0.30783582,"sa3007478"
"Edgar Gonzalez","STL","A-,A+,AA,AAA",7,16,5.085201746149966,47,25,0,0,3,0,,148.2,680,176,97,84,6,76,2,7,22,1,142,8.596412475634466,0.20882353,0.11176471,5.085201746149966,3.640173268664425,1.6950672487166554,2451,1473,0.26315789,"sa3007479"
"Will Gardner","PIT","A,A-,AA,R",5,8,4.435158379547647,82,0,0,0,7,8,,115.2,512,86,69,57,9,75,2,14,12,1,131,10.193083293346348,0.25585938,0.14648438,4.435158379547647,4.600422910751868,1.391930797479866,2038,1212,0.2371134,"sa3007484"
"Josh Dye","KCR","A,A+,AA,AAA,R",17,13,3.4429529055438257,149,15,0,0,17,5,,248.1,1037,246,110,95,28,67,3,7,12,0,259,9.38657686879843,0.24975892,0.06460945,3.4429529055438257,3.8514838668694567,1.2604026426142896,3829,2474,0.31481481,"sa3007485"
"Travis Perry","SFG","A-,A+,AA,R",17,4,3.7025316455696204,72,11,0,0,3,4,,158,677,130,76,65,9,66,0,23,18,1,139,7.917721518987341,0.20531758,0.09748892,3.7025316455696204,4.470094791595822,1.240506329113924,2379,1489,0.27373068,"sa3007488"
"Tyler Carr","PHI","A,A-,A+,AA,R",9,6,3.1797521992552067,95,2,0,0,6,4,,161.1,684,148,72,57,11,58,4,14,16,1,148,8.256198692802993,0.21637427,0.08479532,3.1797521992552067,3.826046967320775,1.276859557595658,2545,1570,0.32754881,"sa3007491"
"Justin McGregor","CIN","R",5,7,5.400000404630418,28,15,0,0,0,0,,93.1,427,124,74,56,8,19,0,2,11,0,81,7.8107148709832845,0.18969555,0.04449649,5.400000404630418,4.121705674570347,1.53214297194871,1541,1014,0.29538462,"sa3007492"
"Domingo Gonzalez","PIT","A,A-,A+,AA,R",24,14,4.207792390195095,101,34,0,0,5,2,,308,1331,276,163,144,34,131,1,30,28,9,344,10.051948487688284,0.25845229,0.09842224,4.207792390195095,4.415717107452799,1.3214286287109598,4266,2795,0.33414044,"sa3007495"
"Enrique Santana","PIT","A,A+,R",5,5,5.4000001514659255,84,1,0,0,2,4,,113.1,551,119,79,68,9,89,0,16,34,4,134,10.641176769065206,0.24319419,0.1615245,5.4000001514659255,5.1072869436222454,1.835294169125674,1921,1105,0.26031746,"sa3007496"
"Allan Winans","NYM","A,A+,AA,AAA,CPX,R",10,15,2.810276828147208,95,22,2,0,15,3,,253,1030,196,97,79,16,71,2,22,29,2,233,8.288537986813918,0.22621359,0.06893204,2.810276828147208,3.6817982533142124,1.0553360240721583,3647,2373,0.24857143,"sa3007580"
"Josh Maciejewski","NYY","A,A-,A+,AA,AAA,R",20,15,3.580902088885259,74,31,0,0,3,4,,251.1,1043,208,121,100,29,85,0,8,22,6,259,9.274536410212821,0.24832215,0.08149569,3.580902088885259,4.121846886149498,1.16578256893709,3711,2420,0.30101302,"sa3007581"
"Dazon Cole","LAA","R",1,2,3.7945942816166824,38,1,0,0,2,1,,61.2,286,60,35,26,4,30,0,6,19,0,75,10.945945043125047,0.26223776,0.1048951,3.7945942816166824,4.313580478767992,1.4594593390833395,1071,663,0.34285714,"sa3007583"
"Austin Schulfer","MIN","A,AA,AAA,R",23,17,3.5427435925029593,131,45,0,0,9,5,,335.1,1428,290,153,132,21,140,1,31,32,0,349,9.366799346844946,0.24439776,0.09803922,3.5427435925029593,3.8233872440449046,1.28230618247161,5432,3331,0.29314159,"sa3007585"
"Adam Wolf","DET","A,A-,A+,AA,R",18,23,3.9600000215802873,109,62,0,0,5,2,,350,1513,347,166,154,24,126,0,23,19,2,336,8.640000047084264,0.22207535,0.08327826,3.9600000215802873,3.7800239843929373,1.3514285787932727,5601,3583,0.28599222,"sa3007587"
"Jacob Stevens","ARI","A-,R",6,0,3.014562883502043,35,2,0,0,1,1,,68.2,296,55,29,23,7,36,0,6,12,0,72,9.43689250487596,0.24324324,0.12162162,3.014562883502043,5.0631844783160265,1.3252426202835068,1152,686,0.34615385,"sa3007589"
"Jake Higginbotham","ATL","A,A+,AA,AAA,CPX,R",10,11,3.3333335372716366,123,0,0,0,8,7,,189,802,176,82,70,16,71,0,7,8,3,192,9.142857702230774,0.2394015,0.08852868,3.3333335372716366,3.8957999954879465,1.3068783868350702,3026,1933,0.37406015,"sa3007590"
"Mark Moclair","HOU","A,A-,A+,AA,CPX",7,11,4.5365848734151,53,17,0,0,4,1,,123,576,83,77,62,4,115,0,24,24,3,178,13.024388830127222,0.30902778,0.19965278,4.5365848734151,4.634614786067726,1.609755922824713,2188,1250,0.35271318,"sa3007592"
"Sean Thompson","CHW","R",3,10,5.322856910798998,27,23,2,0,0,1,,116.2,515,143,80,69,13,22,0,3,11,4,97,7.482856816630475,0.18834951,0.04271845,5.322856910798998,4.488259072477676,1.414285652627753,1428,1037,0.28244275,"sa3007595"
"Carson Teel","WSN","A,A-,A+,AA,AAA,R",14,14,3.9468440038805483,108,38,0,0,3,4,,301,1256,297,154,132,30,87,4,3,14,0,268,8.013289341212023,0.2133758,0.06926752,3.9468440038805483,3.86669860600688,1.2757475568098742,4600,3064,0.29398664,"sa3007597"
"Dario Gardea","DET","A,A+,AA,AAA,R",10,11,3.8000000402662493,93,16,1,0,3,3,,180,759,160,88,76,15,56,0,17,16,7,196,9.800000103844537,0.25823452,0.07378129,3.8000000402662493,3.620151146560214,1.2000000127156576,2206,1502,0.25102041,"sa3007598"
"Luarbert Arias","SDP","A,A-,A+,CPX,R",13,8,3.3380281391230824,90,19,0,0,0,2,,213,883,172,87,79,18,72,0,16,9,3,261,11.02816891533069,0.29558324,0.0815402,3.3380281391230824,3.8126555797818225,1.1455398958453336,2710,1840,0.33146067,"sa3007599"
"Ricardo Leon","HOU","DSL,R",3,9,7.085972361432771,32,15,0,0,1,1,,73.2,374,63,77,58,0,88,0,7,32,4,92,11.239818228479567,0.2459893,0.23529412,7.085972361432771,5.032600225241023,2.049773614130936,837,445,0.38505747,"sa3007601"
"Chih-Ting Wang","KCR","A,CPX,R",5,6,3.4692735581811682,45,3,0,0,4,2,,119.1,520,107,50,46,3,51,3,9,12,1,139,10.483239664938747,0.26730769,0.09807692,3.4692735581811682,3.6616739714971285,1.3240222758275957,1371,939,0.353125,"sa3007602"
